function_name,cpu-cycles,instructions,cache-misses,cache-ref 
PacketItoa,23781,4220,0,4 
PacketItoa,24033,4220,0,3 
PacketItoa,25623,4220,0,7 
PacketItoa,23573,4220,0,7 
PacketItoa,24927,4220,0,10 
PacketItoa,23759,4220,0,16 
PacketItoa,24007,4220,0,3 
PacketItoa,23883,4220,0,10 
PacketItoa,23067,4221,0,7 
PacketItoa,28176,4220,0,12 
PacketItoa,25057,4220,0,16 
PacketItoa,25364,4220,0,17 
PacketItoa,24694,4220,0,17 
PacketItoa,103486,4220,0,20 
PacketItoa,28044,4220,0,20 
PacketItoa,26398,4220,0,9 
PacketItoa,26137,4220,0,9 
PacketItoa,26985,4220,0,13 
PacketItoa,24524,4220,0,9 
PacketItoa,27992,4220,0,9 
PacketItoa,24547,4220,0,31 
PacketItoa,24845,4220,0,24 
PacketItoa,25535,4220,0,25 
PacketItoa,28993,4220,0,5 
PacketItoa,23920,4220,0,6 
PacketItoa,23972,4220,0,8 
PacketItoa,23952,4220,0,6 
PacketItoa,24054,4220,0,7 
PacketItoa,23999,4220,0,6 
PacketItoa,26276,4220,0,10 
PacketItoa,23813,4220,0,9 
PacketItoa,28416,4220,0,8 
PacketItoa,25750,4220,0,7 
PacketItoa,28100,4220,0,12 
PacketItoa,23445,4220,0,6 
PacketItoa,23833,4220,0,3 
PacketItoa,70410,6317,0,52 
PacketItoa,24373,4220,0,16 
PacketItoa,24189,4220,0,3 
PacketItoa,72257,6309,0,40 
PacketItoa,23780,4220,0,4 
PacketItoa,23939,4220,0,3 
PacketItoa,141436,20842,0,545 
PacketItoa,22893,4220,0,2 
PacketItoa,23102,4220,0,3 
PacketItoa,23091,4220,0,2 
PacketItoa,69023,6317,0,24 
PacketItoa,24522,4220,0,16 
PacketItoa,22914,4220,0,4 
PacketItoa,72034,6317,0,17 
PacketItoa,23651,4220,0,4 
PacketItoa,23774,4220,0,2 
PacketItoa,29122,4220,0,8 
PacketItoa,24438,4220,0,8 
PacketItoa,185526,7884,0,548 
PacketItoa,26495,4220,0,8 
PacketItoa,26316,4220,0,8 
PacketItoa,24420,4220,0,9 
PacketItoa,25725,4220,0,6 
PacketItoa,99654,4220,0,7 
PacketItoa,27247,4220,0,7 
PacketItoa,27316,4220,0,14 
PacketItoa,23829,4220,0,2 
PacketItoa,23421,4220,0,5 
PacketItoa,23928,4220,0,5 
PacketItoa,23742,4220,0,20 
PacketItoa,24047,4220,0,5 
PacketItoa,23209,4220,0,2 
PacketItoa,24507,4220,0,9 
PacketItoa,23933,4220,0,5 
PacketItoa,23589,4220,0,3 
PacketItoa,27869,4220,0,11 
PacketItoa,23678,4220,0,2 
PacketItoa,57567,9696,0,372 
PacketItoa,24010,4220,0,3 
PacketItoa,23421,4220,0,9 
PacketItoa,23439,4220,0,3 
PacketItoa,26448,4220,0,4 
PacketItoa,23485,4220,0,3 
PacketItoa,24815,4220,0,21 
PacketItoa,23408,4220,0,2 
PacketItoa,24251,4220,0,14 
PacketItoa,23536,4220,0,2 
PacketItoa,24361,4220,0,20 
PacketItoa,23903,4220,0,6 
PacketItoa,23875,4220,0,15 
PacketItoa,24557,4220,0,5 
PacketItoa,32087,4220,0,11 
PacketItoa,25329,4220,0,10 
PacketItoa,244376,66521,0,1670 
PacketItoa,23673,4220,0,6 
PacketItoa,30519,4220,0,12 
PacketItoa,25047,4220,0,10 
PacketItoa,23784,4220,0,3 
PacketItoa,28797,4220,0,11 
PacketItoa,29616,4220,0,9 
PacketItoa,23903,4220,0,4 
PacketItoa,23714,4220,0,2 
PacketItoa,23802,4220,0,6 
PacketItoa,23902,4220,0,2 
maxSubArray,225924,4220,0,5 
maxSubArray,23837,4220,0,2 
maxSubArray,23505,4220,0,3 
maxSubArray,33020,4220,0,6 
maxSubArray,24961,4220,0,27 
maxSubArray,24586,4220,0,18 
maxSubArray,81788,4220,0,5 
maxSubArray,26183,4220,0,11 
maxSubArray,26258,4220,0,8 
maxSubArray,26220,4220,0,8 
maxSubArray,25507,4220,0,12 
maxSubArray,25480,4220,0,7 
maxSubArray,25313,4220,0,17 
maxSubArray,28343,4220,0,9 
maxSubArray,27218,4220,0,9 
maxSubArray,26493,4220,0,10 
maxSubArray,28124,4220,0,9 
maxSubArray,72299,6317,0,52 
maxSubArray,25977,4220,0,9 
maxSubArray,24569,4220,0,12 
maxSubArray,78123,6317,0,14 
maxSubArray,24895,4220,0,11 
maxSubArray,23889,4220,0,13 
maxSubArray,25466,4220,0,7 
maxSubArray,23924,4220,0,7 
maxSubArray,25516,4220,0,75 
maxSubArray,27415,4220,0,9 
maxSubArray,45451,6317,0,11 
maxSubArray,30888,4220,0,3 
maxSubArray,28389,4220,0,13 
maxSubArray,25386,4220,0,8 
maxSubArray,28785,4220,0,8 
maxSubArray,25414,4220,0,11 
maxSubArray,24899,4220,0,6 
maxSubArray,26328,4220,0,2 
maxSubArray,25985,4220,0,77 
maxSubArray,27969,4220,0,9 
maxSubArray,26282,4220,0,9 
maxSubArray,25045,4220,0,5 
maxSubArray,26286,4220,0,17 
maxSubArray,26266,4220,0,9 
maxSubArray,24620,4220,0,10 
maxSubArray,24657,4220,0,7 
maxSubArray,27036,4220,0,7 
maxSubArray,25223,4220,0,6 
maxSubArray,33707,4220,0,10 
maxSubArray,30376,4220,0,10 
maxSubArray,26109,4220,0,11 
maxSubArray,26558,4220,0,10 
maxSubArray,24577,4220,0,22 
maxSubArray,23101,4220,0,3 
maxSubArray,23797,4220,0,13 
maxSubArray,24070,4220,0,3 
maxSubArray,24405,4220,0,11 
maxSubArray,23994,4220,0,8 
maxSubArray,23785,4220,0,3 
maxSubArray,23895,4220,0,6 
maxSubArray,25334,4220,0,18 
maxSubArray,24192,4220,0,6 
maxSubArray,24246,4220,0,16 
maxSubArray,25834,4220,0,18 
maxSubArray,23583,4220,0,12 
maxSubArray,26020,4220,0,15 
maxSubArray,27112,4220,0,18 
maxSubArray,24294,4220,0,16 
maxSubArray,25626,4220,0,17 
maxSubArray,23751,4220,0,7 
maxSubArray,25282,4220,0,14 
maxSubArray,25228,4220,0,12 
maxSubArray,27497,4220,0,10 
maxSubArray,25519,4220,0,14 
maxSubArray,31127,4220,0,7 
maxSubArray,24680,4220,0,26 
maxSubArray,24877,4220,0,30 
maxSubArray,25864,4220,0,21 
maxSubArray,23839,4220,0,7 
maxSubArray,24429,4220,0,11 
maxSubArray,23803,4220,0,5 
maxSubArray,25985,4220,0,9 
maxSubArray,26784,4220,0,9 
maxSubArray,23833,4220,0,6 
maxSubArray,23839,4220,0,10 
maxSubArray,23957,4220,0,8 
maxSubArray,23902,4220,0,17 
maxSubArray,27401,4220,0,12 
maxSubArray,27918,4220,0,7 
maxSubArray,24605,4220,0,14 
maxSubArray,28199,4220,0,6 
maxSubArray,27166,4220,0,10 
maxSubArray,25260,4220,0,9 
maxSubArray,31520,4220,0,10 
maxSubArray,30334,4220,0,18 
maxSubArray,23990,4220,0,3 
maxSubArray,24112,4220,0,7 
maxSubArray,163126,22126,0,24 
maxSubArray,22884,4220,0,4 
maxSubArray,22781,4220,0,2 
maxSubArray,23164,4220,0,2 
maxSubArray,22784,4220,0,4 
maxSubArray,22955,4220,0,3 
nvg__polyReverse,22937,4220,0,3 
nvg__polyReverse,23167,4220,0,2 
nvg__polyReverse,23004,4220,0,13 
nvg__polyReverse,22887,4220,0,2 
nvg__polyReverse,25212,4220,0,10 
nvg__polyReverse,23186,4220,0,3 
nvg__polyReverse,30336,4220,0,12 
nvg__polyReverse,24270,4220,0,5 
nvg__polyReverse,24225,4220,0,6 
nvg__polyReverse,24514,4220,0,18 
nvg__polyReverse,93048,4220,0,10 
nvg__polyReverse,25300,4220,0,8 
nvg__polyReverse,24622,4220,0,12 
nvg__polyReverse,27087,4220,0,5 
nvg__polyReverse,24784,4220,0,11 
nvg__polyReverse,25202,4220,0,12 
nvg__polyReverse,26917,4220,0,11 
nvg__polyReverse,30453,4220,0,4 
nvg__polyReverse,23678,4220,0,4 
nvg__polyReverse,24744,4220,0,22 
nvg__polyReverse,28175,4220,0,10 
nvg__polyReverse,24554,4220,0,12 
nvg__polyReverse,23633,4220,0,18 
nvg__polyReverse,24133,4220,0,7 
nvg__polyReverse,24096,4220,0,15 
nvg__polyReverse,24214,4220,0,24 
nvg__polyReverse,24620,4220,0,15 
nvg__polyReverse,24253,4220,0,39 
nvg__polyReverse,102964,11842,0,605 
nvg__polyReverse,23974,4220,0,13 
nvg__polyReverse,23505,4220,0,6 
nvg__polyReverse,24612,4220,0,6 
nvg__polyReverse,23435,4220,0,12 
nvg__polyReverse,23808,4220,0,2 
nvg__polyReverse,23635,4220,0,7 
nvg__polyReverse,26467,4220,0,13 
nvg__polyReverse,25187,4220,0,8 
nvg__polyReverse,30024,4220,0,5 
nvg__polyReverse,26029,4220,0,9 
nvg__polyReverse,26381,4220,0,14 
nvg__polyReverse,26329,4220,0,15 
nvg__polyReverse,26283,4220,0,6 
nvg__polyReverse,23845,4220,0,5 
nvg__polyReverse,33168,4220,0,14 
nvg__polyReverse,25572,4220,0,9 
nvg__polyReverse,26413,4220,0,14 
nvg__polyReverse,26118,4220,0,17 
nvg__polyReverse,27209,4220,0,10 
nvg__polyReverse,24238,4220,0,4 
nvg__polyReverse,22951,4220,0,3 
nvg__polyReverse,23236,4220,0,2 
nvg__polyReverse,22968,4220,0,2 
nvg__polyReverse,22685,4220,0,3 
nvg__polyReverse,22772,4220,0,2 
nvg__polyReverse,23185,4220,0,3 
nvg__polyReverse,22703,4220,0,3 
nvg__polyReverse,23038,4220,0,3 
nvg__polyReverse,23031,4220,0,2 
nvg__polyReverse,22655,4220,0,2 
nvg__polyReverse,23596,4220,0,2 
nvg__polyReverse,22731,4220,0,2 
nvg__polyReverse,24843,4220,0,4 
nvg__polyReverse,22954,4220,0,2 
nvg__polyReverse,22670,4220,0,2 
nvg__polyReverse,22733,4220,0,3 
nvg__polyReverse,23049,4220,0,4 
nvg__polyReverse,22842,4220,0,4 
nvg__polyReverse,22745,4220,0,1 
nvg__polyReverse,22876,4220,0,2 
nvg__polyReverse,23012,4220,0,4 
nvg__polyReverse,23600,4220,0,3 
nvg__polyReverse,23794,4220,0,3 
nvg__polyReverse,24723,4220,0,15 
nvg__polyReverse,23814,4220,0,3 
nvg__polyReverse,23790,4220,0,3 
